"","GN","UnterGN","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"3231",13948,1,2013-03-26,"Brasilien",685000,"GKV","2B201b1","2","B","201b1","Tracker"
"3232",13949,1,2013-03-26,"China",2040000,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3233",13950,1,2013-03-26,"Russland",577730,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3234",13951,1,2013-03-26,"Indonesien",27850,"ML (GKV)","4c","4","c","","Tracker"
"3235",13952,1,2013-03-26,"Schweiz",1574,"ML (GKV)","1a","1","a","","Tracker"
"3236",13952,2,2013-03-26,"Schweiz",197,"ML (GKV)","3a","3","a","","Tracker"
"3237",13953,1,2013-03-26,"Angola",18720,"ML (GKV)","10a","10","a","","Tracker"
"3238",13954,1,2013-03-26,"Indonesien",9360,"ML (GKV)","10a","10","a","","Tracker"
"3239",13955,1,2013-03-26,"Indien",2425,"GKV","2B350g2","2","B","350g2","Tracker"
"3240",13956,1,2013-04-02,"Indien",13583,"5.1","5.1","1","","","Tracker"
"3241",13957,1,2013-03-27,"Indien",1446459,"GKV","2B201.a1","2","B","201a1","Tracker"
"3242",13958,1,2013-03-27,"Russland",622806,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3243",13959,1,2013-03-27,"Oman",80900,"GKV","3A002g2","3","A","002g2","Tracker"
"3244",13960,1,2013-03-27,"Vereinigte Arabische Emirate",5981,"5.1","5.1","1","","","Tracker"
"3245",13961,1,2013-03-27,"China",324000,"GKV","2B350i4","2","B","350i4","Tracker"
"3246",13962,1,2013-03-27,"China",36000,"GKV","2B350g2","2","B","350g2","Tracker"
"3247",13963,1,2013-03-27,"China",49848,"GKV","3A002g2","3","A","002g2","Tracker"
"3248",13964,1,2013-03-27,"China",600414,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3249",13965,1,2013-03-27,"Kroatien",992890,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3250",13966,1,2013-03-27,"Indien",2700000,"GKV","7B003","7","B","003","Tracker"
"3251",13967,1,2013-03-28,"China",321280,"GKV","2B201b|2B001c1","2","B","201b","Tracker"
"3252",13968,1,2013-03-28,"Brasilien",12000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3253",13968,2,2013-03-28,"Brasilien",1200,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3254",13969,1,2013-03-28,"Slowenien",185000,"ML (GKV)","15","15","","","Tracker"
"3255",13970,1,2013-03-28,"Bosnien-Herzegowina",25000,"ML (GKV)","16","16","","","Tracker"
"3256",13971,1,2013-04-02,"Kuba",95866,"GKV","2B350d3","2","B","350d3","Tracker"
"3257",13972,1,2013-04-02,"Russland",520572,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3258",13973,1,2013-04-02,"Estland",488222,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3259",13974,1,2013-04-02,"USA",250,"ML (GKV)","18a","18","a","","Tracker"
"3260",13975,1,2013-04-18,"China",6498,"5.1","5.1","1","","","Tracker"
"3261",13975,2,2013-04-18,"China",2394,"5.1","5.1","1","","","Tracker"
"3262",13976,1,2013-04-02,"Malaysia",106468,"GKV","1C111a2c|1C011a","1","C","111a2c","Tracker"
"3263",13978,1,2013-04-03,"Slowenien",180000,"GKV","2B201a1","2","B","201a1","Tracker"
"3264",13979,1,2013-04-03,"Slowenien",250000,"GKV","2B001a","2","B","001a","Tracker"
"3265",13980,1,2013-04-03,"Kuwait",24387,"5.1","5.1","1","","","Tracker"
"3266",13981,1,2013-04-03,"China",3372,"GKV","2B230","2","B","230","Tracker"
"3267",13982,1,2013-04-03,"Brasilien",1000,"ML (GKV)","13d","13","d","","Tracker"
"3268",13983,1,2013-04-03,"Katar",26570,"GKV","6A002c1","6","A","002c1","Tracker"
"3269",13983,2,2013-04-03,"Katar",7720,"GKV","6A002c1","6","A","002c1","Tracker"
"3270",13984,1,2013-04-04,"China",421439,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3271",13985,1,2013-04-04,"Brasilien",316672,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3272",13986,1,2013-04-04,"Singapur",41959,"GKV","3A001g2","3","A","001g2","Tracker"
"3273",13987,1,2013-04-04,"Ägypten",4108,"GKV","2B350g2","2","B","350g2","Tracker"
"3274",13988,1,2013-04-04,"Brasilien",150000,"GKV","2B001a","2","B","001a","Tracker"
"3275",13989,1,2013-04-05,"China",1330000,"GKV","2B201b1","2","B","201b1","Tracker"
"3276",13990,1,2013-04-05,"China",1200000,"GKV","2B201b1","2","B","201b1","Tracker"
"3277",13991,1,2013-04-05,"Taiwan",20025,"GKV","2D002","2","D","002","Tracker"
"3278",13992,1,2013-04-05,"Taiwan",18219,"GKV","2D002","2","D","002","Tracker"
"3279",13993,1,2013-04-05,"Taiwan",22842,"GKV","2D002","2","D","002","Tracker"
"3280",13994,1,2013-04-05,"Libanon",423,"GKV","5A001i","5","A","001i","Tracker"
"3281",13995,1,2013-04-05,"China",315000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3282",13996,1,2013-04-08,"China",1004640,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3283",13997,1,2013-04-08,"Kroatien",657265,"GKV","2B001a","2","B","001a","Tracker"
"3284",13998,1,2013-04-08,"Deutschland",15900,"GKV","1C228","1","C","228","Tracker"
"3285",13999,1,2013-04-08,"China",707358,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"3286",14000,1,2013-04-09,"Serbien",107920,"GKV","2B352b","2","B","352b","Tracker"
"3287",14001,1,2013-04-10,"Singapur",439000,"GKV","2B201b1","2","B","201b1","Tracker"
"3288",14002,1,2013-04-10,"Singapur",380550,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3289",14003,1,2013-04-09,"Russland",870650,"GKV","6A002c1","6","A","002c1","Tracker"
"3290",14004,1,2013-04-09,"China",412000,"GKV","2B001a","2","B","001a","Tracker"
"3291",14005,1,2013-04-10,"Russland",387211,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3292",14006,1,2013-04-10,"Deutschland",1900,"GKV","2B350i","2","B","350i","Tracker"
"3293",14007,1,2013-04-10,"Deutschland",100000,"GKV","0","0","","","Tracker"
"3294",14008,1,2013-04-12,"Russland",1415000,"GKV","2B120|7B003","2","B","120","Tracker"
"3295",14009,1,2013-04-11,"USA",13351,"ML (GKV)","5d","5","d","","Tracker"
"3296",14010,1,2013-04-11,"Deutschland",560,"5.2","5.2","2","","","Tracker"
"3297",14011,1,2013-04-11,"China",250688,"GKV","2B201a1","2","B","201a1","Tracker"
"3298",14012,1,2013-04-19,"Pakistan",54612,"5.1","5.1","1","","","Tracker"
"3299",14013,1,2013-04-11,"China",261620,"GKV","2B001.b2","2","B","001b2","Tracker"
"3300",14014,1,2013-04-11,"Iran",10800,"unbekannt","unbekannt","","","","Tracker"
"3301",14015,1,2013-04-11,"Russland",208000,"GKV","2B001a","2","B","001a","Tracker"
"3302",14016,1,2013-04-19,"China",270937,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3303",14017,1,2013-04-12,"Peru",350000,"5.2","5.2","2","","","Tracker"
"3304",14018,1,2013-04-12,"Russland",915000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"3305",14019,1,2013-04-12,"Malaysia",10004,"GKV","6A002c1","6","A","002c1","Tracker"
"3306",14020,1,2013-04-15,"Taiwan",265000,"GKV","2B201b1","2","B","201b1","Tracker"
"3307",14021,1,2013-04-15,"Italien",60000,"ML (GKV)","15d","15","d","","Tracker"
"3308",14022,1,2013-04-15,"China",2174795,"GKV","2B201a1|2B001b1","2","B","201a1","Tracker"
"3309",14023,1,2013-04-15,"Marokko",2800,"GKV","5A001i","5","A","001i","Tracker"
"3310",14024,1,2013-04-19,"China",130374,"GKV","7B003","7","B","003","Tracker"
"3311",14025,1,2013-04-16,"Brasilien",637000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3312",14026,1,2013-04-16,"Deutschland",3000,"GKV","2B350a3","2","B","350a3","Tracker"
"3313",14027,1,2013-04-16,"Deutschland",135000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3314",14028,1,2013-04-19,"Polen",177393,"GKV","2B352b","2","B","352b","Tracker"
"3315",14029,1,2013-04-16,"Indien",60000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"3316",14029,2,2013-04-16,"Indien",65000,"GKV","2B001a","2","B","001a","Tracker"
"3317",14030,1,2013-04-16,"Frankreich",175500,"ML (GKV)","18a","18","a","","Tracker"
"3318",14031,1,2013-04-16,"Luxemburg",397725,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3319",14032,1,2013-04-16,"Oman",9562,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3320",14033,1,2013-04-17,"Indien",364500,"GKV","2B001a","2","B","001a","Tracker"
"3321",14034,1,2013-04-17,"Singapur",202852,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3322",14035,1,2013-04-17,"Peru",25000,"ML (GKV)","15d","15","d","","Tracker"
"3323",14035,2,2013-04-17,"Peru",50000,"ML (GKV)","5b","5","b","","Tracker"
"3324",14035,3,2013-04-17,"Peru",55500,"GKV","6A002c1","6","A","002c1","Tracker"
"3325",14035,4,2013-04-17,"Peru",7300,"GKV","6A002a3f","6","A","002a3f","Tracker"
"3326",14036,1,2013-04-17,"Jordanien",63507,"GKV","2B350.i7","2","B","350i7","Tracker"
"3327",14037,1,2013-04-17,"China",75708,"GKV","2B352b","2","B","352b","Tracker"
"3328",14038,1,2013-04-18,"Vereinigte Arabische Emirate",8988,"ML (GKV)","14","14","","","Tracker"
"3329",14039,1,2013-04-23,"China",71250,"GKV","6A005a5b","6","A","005a5b","Tracker"
"3330",14040,1,2013-05-02,"China",332760,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3331",14041,1,2013-04-18,"Saudi-Arabien",4370,"GKV","0C003","0","C","003","Tracker"
"3332",14042,1,2013-04-18,"Taiwan",227319,"GKV","2B201a1","2","B","201a1","Tracker"
"3333",14043,1,2013-04-18,"Taiwan",199875,"GKV","2B201a1","2","B","201a1","Tracker"
"3334",14044,1,2013-04-18,"Mexiko",17690,"GKV","2B352d","2","B","352d","Tracker"
"3335",14045,1,2013-04-19,"Israel",8473,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3336",14046,1,2013-04-19,"Taiwan",210790,"GKV","2B001a","2","B","001a","Tracker"
"3337",14047,1,2013-04-19,"Deutschland",9946,"ML (GKV)","5a","5","a","","Tracker"
"3338",14048,1,2013-04-19,"Deutschland",432268,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3339",14049,1,2013-04-19,"Deutschland",432268,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3340",14050,1,2013-04-19,"Deutschland",23500,"ML (GKV)","5a","5","a","","Tracker"
"3341",14051,1,2013-04-22,"Slowenien",500000,"GKV","2B201b|2B001c1","2","B","201b","Tracker"
"3342",14052,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3343",14053,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3344",14054,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3345",14055,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3346",14056,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3347",14057,1,2013-04-22,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3348",14058,1,2013-04-22,"Deutschland",388870,"ML (GKV)","5a","5","a","","Tracker"
"3349",14059,1,2013-04-22,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"3350",14060,1,2013-04-23,"Marokko",83009,"GKV","2B352b","2","B","352b","Tracker"
"3351",14061,1,2013-04-23,"Indonesien",31950,"GKV","2B350a3","2","B","350a3","Tracker"
"3352",14062,1,2013-04-23,"Indonesien",4050,"GKV","2B350d4","2","B","350d4","Tracker"
"3353",14063,1,2013-04-23,"Indonesien",300,"GKV","2B350g2","2","B","350g2","Tracker"
"3354",14064,1,2013-04-23,"Kaiman-Inseln",7998,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3355",14065,1,2013-04-24,"Vietnam",964413,"GKV","5A001i","5","A","001i","Tracker"
"3356",14066,1,2013-04-22,"Iran",50,"unbekannt","unbekannt","","","","Tracker"
"3357",14067,1,2013-04-25,"Iran",300,"unbekannt","unbekannt","","","","Tracker"
"3358",14068,1,2013-04-22,"Iran",20,"unbekannt","unbekannt","","","","Tracker"
"3359",14069,1,2013-04-24,"Russland",122402,"GKV","2B001a","2","B","001a","Tracker"
"3360",14070,1,2013-04-24,"Russland",79949,"GKV","2B001a","2","B","001a","Tracker"
"3361",14071,1,2013-04-24,"Russland",101998,"GKV","2B201a2","2","B","201a2","Tracker"
"3362",14072,1,2013-04-24,"Russland",96328,"GKV","2B201a1","2","B","201a1","Tracker"
"3363",14073,1,2013-04-24,"Bangladesh",33289,"GKV","2B350d5","2","B","350d5","Tracker"
"3364",14074,1,2013-04-24,"China",364928,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3365",14075,1,2013-04-24,"China",592922,"GKV","2B201a2|2B001b2","2","B","201a2","Tracker"
"3366",14076,1,2013-04-24,"Russland",243380,"GKV","2B001a","2","B","001a","Tracker"
"3367",14077,1,2013-04-24,"Russland",179800,"GKV","2B001a","2","B","001a","Tracker"
"3368",14078,1,2013-04-24,"Russland",440237,"GKV","2B001a","2","B","001a","Tracker"
"3369",14079,1,2013-04-26,"Oman",89531,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3370",14080,1,2013-04-25,"Frankreich",145000,"GKV","0B001b14","0","B","001b14","Tracker"
"3371",14081,1,2013-04-25,"China",6498,"5.1","5.1","1","","","Tracker"
"3372",14082,1,2013-04-25,"Hong Kong",49490,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3373",14083,1,2013-04-25,"Israel",23772,"GKV","2B001a1","2","B","001a1","Tracker"
"3374",14084,1,2013-04-25,"Russland",316672,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3375",14085,1,2013-04-25,"Russland",97756,"GKV","2B201a2","2","B","201a2","Tracker"
"3376",14086,1,2013-04-25,"Russland",156210,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"3377",14087,1,2013-04-25,"Russland",77429,"GKV","2B201a","2","B","201a","Tracker"
"3378",14088,1,2013-05-08,"China",100000,"5.2","5.2","2","","","Tracker"
"3379",14089,1,2013-04-26,"Indien",650000,"GKV","2B201b1","2","B","201b1","Tracker"
"3380",14090,1,2013-04-26,"Rumänien",1,"5.1","5.1","1","","","Tracker"
"3381",14091,1,2013-04-26,"Slowakei",96788,"GKV","2B001a","2","B","001a","Tracker"
"3382",14092,1,2013-04-26,"Deutschland",491205,"GKV","2B001a","2","B","001a","Tracker"
"3383",14093,1,2013-04-26,"Deutschland",1870,"ML (GKV)","10c2","10","c2","","Tracker"
"3384",14094,1,2013-04-29,"Russland",585940,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3385",14095,1,2013-04-29,"Russland",371680,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3386",14096,1,2013-04-29,"Iran",953000,"unbekannt","unbekannt","","","","Tracker"
"3387",14097,1,2013-04-29,"Russland",873300,"GKV","2B201a1","2","B","201a1","Tracker"
"3388",14098,1,2013-04-30,"Russland",452991,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3389",14099,1,2013-04-30,"China",600000,"GKV","2B201b1","2","B","201b1","Tracker"
"3390",14100,1,2013-04-30,"Russland",254500,"GKV","2B201a1","2","B","201a1","Tracker"
"3391",14101,1,2013-04-30,"Iran",1828,"unbekannt","unbekannt","","","","Tracker"
"3392",14102,1,2013-04-30,"Deutschland",9000,"ChKV","1A3","1A","3","","Tracker"
"3393",14103,1,2013-05-01,"Slowakei",296010,"GKV","2B001a","2","B","001a","Tracker"
"3394",14104,1,2013-05-01,"Russland",84119,"GKV","2B001a","2","B","001a","Tracker"
"3395",14105,1,2013-05-01,"Deutschland",3765,"ML (GKV)","5a","5","a","","Tracker"
"3396",14106,1,2013-05-01,"Mazedonien",63600,"GKV","2B001a","2","B","001a","Tracker"
"3397",14108,1,2013-05-01,"Philippinen",620000,"GKV","2B201b1","2","B","201b1","Tracker"
"3398",14109,1,2013-05-02,"Indien",470700,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3399",14110,1,2013-05-02,"Brasilien",518445,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3400",14111,1,2013-05-02,"Russland",18200,"5.1","5.1","1","","","Tracker"
"3401",14114,1,2013-05-02,"Russland",447636,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3402",14115,1,2013-05-02,"Russland",250000,"GKV","2B001a","2","B","001a","Tracker"
"3403",14116,1,2013-05-03,"Kolumbien",767000,"GKV","5A001f","5","A","001f","Tracker"
"3404",14117,1,2013-05-03,"Tunesien",175000,"5.2","5.2","2","","","Tracker"
"3405",14118,1,2013-05-03,"Marokko",307000,"5.2","5.2","2","","","Tracker"
"3406",14119,1,2013-05-03,"Brasilien",202447,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3407",14120,1,2013-05-03,"Brasilien",313545,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3408",14121,1,2013-05-06,"China",2385304,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3409",14122,1,2013-05-06,"China",388800,"GKV","7A105","7","A","105","Tracker"
"3410",14123,1,2013-05-06,"Saudi-Arabien",807620,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"3411",14124,1,2013-05-06,"Slowakei",469318,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3412",14125,1,2013-05-06,"Serbien",93000,"5.2","5.2","2","","","Tracker"
"3413",14126,1,2013-05-07,"China",1064544,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3414",14127,1,2013-05-07,"China",415840,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3415",14128,1,2013-05-07,"Chile",203309,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3416",14129,1,2013-05-07,"Ungarn",239000,"GKV","2B201b1","2","B","201b1","Tracker"
"3417",14130,1,2013-05-07,"Russland",432330,"GKV","2B001a","2","B","001a","Tracker"
"3418",14131,1,2013-05-08,"Russland",250110,"GKV","2B201a2","2","B","201a2","Tracker"
"3419",14132,1,2013-05-08,"Kroatien",218625,"GKV","2B001a","2","B","001a","Tracker"
"3420",14133,1,2013-05-08,"Kroatien",218625,"GKV","2B001a","2","B","001a","Tracker"
"3421",14134,1,2013-05-08,"USA",100,"5.1","5.1","1","","","Tracker"
"3422",14135,1,2013-05-08,"Indonesien",1500,"GKV","5A001f","5","A","001f","Tracker"
"3423",14136,1,2013-05-08,"Algerien",1135000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3424",14137,1,2013-05-08,"Indien",11731,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3425",14138,1,2013-05-08,"Kuwait",225000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3426",14139,1,2013-05-08,"Malaysia",550000,"GKV","2B001a","2","B","001a","Tracker"
"3427",14141,1,2013-05-08,"Russland",135460,"GKV","2B001a","2","B","001a","Tracker"
"3428",14142,1,2013-05-08,"Mexiko",36264,"GKV","2B352d","2","B","352d","Tracker"
"3429",14143,1,2013-05-10,"Uruguay",2975,"5.1","5.1","1","","","Tracker"
"3430",14144,1,2013-05-10,"China",1091500,"GKV","2B352b","2","B","352b","Tracker"
"3431",14145,1,2013-05-10,"Indonesien",630000,"GKV","2B352b","2","B","352b","Tracker"
"3432",14146,1,2013-05-10,"Indien",1320000,"GKV","2B352b","2","B","352b","Tracker"
"3433",14148,1,2013-05-13,"Taiwan",340477,"GKV","2B201a1","2","B","201a1","Tracker"
"3434",14149,1,2013-05-13,"Deutschland",8400,"GKV","2B350a3","2","B","350a3","Tracker"
"3435",14150,1,2013-05-14,"Deutschland",5647,"5.1","5.1","1","","","Tracker"
"3436",14151,1,2013-05-15,"Südafrika",10000,"ML (GKV)","1a","1","a","","Tracker"
"3437",14152,1,2013-05-14,"China",8635,"5.1","5.1","1","","","Tracker"
"3438",14153,1,2013-05-14,"Thailand",575000,"GKV","2B201b1|2B001c2","2","B","201b1","Tracker"
"3439",14154,1,2013-05-15,"Russland",1350000,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3440",14155,1,2013-05-15,"Kuwait",27850,"ML (GKV)","4c","4","c","","Tracker"
"3441",14156,1,2013-05-15,"Saudi-Arabien",430000,"GKV","2B201b1","2","B","201b1","Tracker"
"3442",14157,1,2013-05-15,"China",459809,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3443",14158,1,2013-05-15,"Russland",460400,"GKV","2B201b1","2","B","201b1","Tracker"
"3444",14159,1,2013-05-15,"Singapur",285433,"GKV","2B001a1|2B001b2","2","B","001a1","Tracker"
"3445",14160,1,2013-05-15,"China",263054,"GKV","2B001.b2","2","B","001b2","Tracker"
"3446",14161,1,2013-05-17,"Ägypten",2880,"GKV","2B001a","2","B","001a","Tracker"
"3447",14161,2,2013-05-17,"Ägypten",12000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"3448",14162,1,2013-05-15,"Israel",5207,"GKV","3A001a10c","3","A","001a10c","Tracker"
"3449",14163,1,2013-05-16,"China",453121,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3450",14164,1,2013-05-16,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3451",14165,1,2013-05-16,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3452",14166,1,2013-05-16,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3453",14167,1,2013-05-16,"Vereinigte Arabische Emirate",400,"5.1","5.1","1","","","Tracker"
"3454",14168,1,2013-05-16,"Mexiko",203778,"GKV","2B001.a","2","B","001a","Tracker"
"3455",14169,1,2013-05-16,"Indien",36900,"GKV","2B350d5","2","B","350d5","Tracker"
"3456",14170,1,2013-05-17,"Indonesien",470640,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3457",14171,1,2013-05-17,"Deutschland",15900,"GKV","1C228","1","C","228","Tracker"
"3458",14172,1,2013-05-17,"Algerien",625000,"5.2","5.2","2","","","Tracker"
"3459",14173,1,2013-05-17,"Katar",53704,"GKV","3A001g2","3","A","001g2","Tracker"
"3460",14174,1,2013-05-17,"Israel",258,"5.1","5.1","1","","","Tracker"
"3461",14175,1,2013-05-17,"Taiwan",700000,"GKV","2B201b1","2","B","201b1","Tracker"
"3462",14176,1,2013-05-17,"Russland",295200,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3463",14177,1,2013-05-21,"Frankreich",920000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3464",14178,1,2013-05-21,"Russland",799100,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3465",14179,1,2013-05-21,"Kuwait",6987,"5.1","5.1","1","","","Tracker"
"3466",14180,1,2013-05-22,"Jordanien",68474,"GKV","2B350i1","2","B","350i1","Tracker"
"3467",14181,1,2013-05-22,"China",315000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3468",14182,1,2013-05-22,"USA",18000,"GKV","2B352c","2","B","352c","Tracker"
"3469",14183,1,2013-07-01,"Kuwait",241500,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3470",14184,1,2013-05-22,"Tunesien",305000,"GKV","2B001a","2","B","001a","Tracker"
"3471",14185,1,2013-05-22,"Slowakei",190620,"GKV","6A002c1","6","A","002c1","Tracker"
"3472",14185,2,2013-05-22,"Slowakei",77996,"GKV","6A002c1","6","A","002c1","Tracker"
"3473",14186,1,2013-05-22,"China",535000,"GKV","2B201b1","2","B","201b1","Tracker"
"3474",14190,1,2013-07-04,"Algerien",4879406,"GKV","5A001i","5","A","001i","Tracker"
"3475",14192,1,2013-07-30,"Pakistan",5390721,"ML (GKV)","9c","9","c","","Tracker"
"3476",14193,1,2013-05-23,"Israel",136077,"GKV","2B001a","2","B","001a","Tracker"
"3477",14194,1,2013-05-23,"China",432000,"GKV","2B201b1","2","B","201b1","Tracker"
"3478",14195,1,2013-05-23,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"3479",14197,1,2013-05-24,"Russland",2294302,"GKV","2B201a1","2","B","201a1","Tracker"
"3480",14198,1,2013-05-24,"Aserbaidschan",87200,"GKV","6A002c1","6","A","002c1","Tracker"
"3481",14198,2,2013-05-24,"Aserbaidschan",97800,"GKV","6A002c1","6","A","002c1","Tracker"
"3482",14199,1,2013-05-24,"Brasilien",2433121,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3483",14200,1,2013-05-24,"Ägypten",63840,"GKV","3A001g2","3","A","001g2","Tracker"
"3484",14201,1,2013-05-24,"China",131040,"GKV","3A228c","3","A","228c","Tracker"
"3485",14202,1,2013-05-24,"China",13104,"GKV","3A228c","3","A","228c","Tracker"
"3486",14204,1,2013-05-27,"Serbien",10147,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3487",14205,1,2013-05-27,"China",335070,"GKV","2B350d5","2","B","350d5","Tracker"
"3488",14206,1,2013-05-27,"Brasilien",31385,"ML (GKV)","1a","1","a","","Tracker"
"3489",14207,1,2013-05-28,"Tansania",9600,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3490",14208,1,2013-05-31,"Costa Rica",15600,"5.1","5.1","1","","","Tracker"
"3491",14209,1,2013-05-28,"Tschechien",2500,"GKV","5A001i","5","A","001i","Tracker"
"3492",14210,1,2013-05-28,"Thailand",95219,"GKV","3A001a10c","3","A","001a10c","Tracker"
"3493",14211,1,2013-05-28,"Israel",20918,"GKV","3A001a10c","3","A","001a10c","Tracker"
"3494",14212,1,2013-05-28,"Israel",7902,"GKV","3A001a10c","3","A","001a10c","Tracker"
"3495",14213,1,2013-05-28,"China",4854662,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3496",14214,1,2013-05-28,"Japan",1,"ML (GKV)","22","22","","","Tracker"
"3497",14215,1,2013-05-28,"Iran",3341,"unbekannt","unbekannt","","","","Tracker"
"3498",14216,1,2013-05-29,"Hong Kong",584376,"GKV","2B001a","2","B","001a","Tracker"
"3499",14217,1,2013-05-29,"Brasilien",310000,"GKV","2B352b","2","B","352b","Tracker"
"3500",14218,1,2013-05-29,"China",188249,"GKV","2B201a1","2","B","201a1","Tracker"
"3501",14219,1,2013-05-29,"Malaysia",617000,"GKV","2B001a","2","B","001a","Tracker"
"3502",14220,1,2013-06-04,"China",234175,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3503",14221,1,2013-05-30,"China",420453,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3504",14222,1,2013-05-30,"Südkorea",500000,"GKV","2B120|7B003","2","B","120","Tracker"
"3505",14223,1,2013-05-30,"Ukraine",76080,"GKV","2B350d3","2","B","350d3","Tracker"
"3506",14224,1,2013-05-30,"Bolivien",151596,"GKV","7A103a","7","A","103a","Tracker"
"3507",14225,1,2013-07-04,"Bahrain",159830,"GKV","6A002c1","6","A","002c1","Tracker"
"3508",14226,1,2013-05-31,"Grossbritannien",2975,"ML (GKV)","10","10","","","Tracker"
"3509",14227,1,2013-06-03,"USA",300000,"GKV","2B120|7B003","2","B","120","Tracker"
"3510",14228,1,2013-06-03,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3511",14229,1,2013-06-03,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3512",14230,1,2013-06-03,"Kroatien",1087825,"GKV","2B001a","2","B","001a","Tracker"
